"",Cell_Line,Compound,Doses,IC50
"3018",UMUC3,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3019",VMRCLCD,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3020",VMRCRCW,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3021",VMRCRCZ,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3022",WM115,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3023",YKG1,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3024",ZR7530,NUTLIN3,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3025",22RV1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008228042
"3026",42MGBA,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3027",5637,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002920167
"3028",639V,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3029",697,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3030",769P,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.204561085
"3031",7860,PACLITAXEL,,
"3032",8305C,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009948481
"3033",8505C,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010207787
"3034",8MGBA,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3035",A172,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.030916
"3036",A204,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006528344
"3037",A2058,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002863176
"3038",A253,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003566902
"3039",A2780,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004648883
"3040",A375,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007149658
"3041",A549,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004999789
"3042",A673,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3043",ACHN,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.095161244
"3044",ALLSIL,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3045",AMO1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006434356
"3046",AN3CA,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008545323
"3047",ASPC1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016337322
"3048",AU565,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005203366
"3049",BCPAP,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3050",BFTC909,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.012214486
"3051",BL41,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002803592
"3052",BL70,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00982259
"3053",BT20,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3054",BT474,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016556622
"3055",BT549,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005155943
"3056",BXPC3,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010283807
"3057",C2BBE1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3058",C32,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.099929944
"3059",C3A,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3060",CAL12T,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006088181
"3061",CAL27,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002677772
"3062",CAL78,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005585133
"3063",CAL851,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016368471
"3064",CALU3,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3065",CALU6,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003513228
"3066",CAMA1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010846031
"3067",CAPAN2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3068",CAS1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.025275866
"3069",CCK81,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.274032772
"3070",CHL1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007160429
"3071",CHP212,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007673397
"3072",COLO205,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3073",COLO678,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3074",COLO679,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008852645
"3075",COLO741,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.020055767
"3076",CORL105,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.126990631
"3077",CORL23,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.031955611
"3078",DAOY,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010945285
"3079",DBTRG05MG,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.021760648
"3080",DEL,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3081",DETROIT562,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.013300325
"3082",DKMG,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.019846439
"3083",DMS114,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005783329
"3084",DOHH2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3085",DOV13,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004654886
"3086",DU145,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00808272
"3087",EB2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.018220019
"3088",EBC1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3089",EFM19,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009098331
"3090",EFO21,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.030291224
"3091",EFO27,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.020698361
"3092",EM2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3093",EN,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00999075
"3094",ES2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.024387915
"3095",ESS1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007594008
"3096",FADU,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007714884
"3097",FU97,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.013990878
"3098",FUOV1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00867361
"3099",G361,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005752318
"3100",G401,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005486321
"3101",G402,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003120293
"3102",GAMG,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.017000178
"3103",GB1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.042211305
"3104",GCIY,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.039213784
"3105",GCT,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002946121
"3106",GI1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.01261146
"3107",GMS10,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010238567
"3108",GRANTA519,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3109",H4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.036614265
"3110",HARA,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007821566
"3111",HCC1187,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009626306
"3112",HCC1395,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011294067
"3113",HCC15,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007085041
"3114",HCC1569,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3115",HCC1806,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002996833
"3116",HCC1954,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010001038
"3117",HCC44,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011513388
"3118",HCC56,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.147854075
"3119",HCC70,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004960467
"3120",HCC78,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.052693762
"3121",HCC827,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011236095
"3122",HCT116,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004276503
"3123",HCT15,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.284276396
"3124",HDMYZ,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3125",HDQP1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3126",HGC27,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3127",HH,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010450869
"3128",HLE,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.114080392
"3129",HOS,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005664105
"3130",HPAC,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006082666
"3131",HPAFII,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006913234
"3132",HS578T,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3133",HS683,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007497566
"3134",HS746T,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.01275917
"3135",HS766T,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3136",HS939T,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.066444561
"3137",HSC2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009923753
"3138",HT,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3139",HT1080,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005339894
"3140",HT1197,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3141",HT1376,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3142",HT144,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.021828279
"3143",HT29,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3144",HUCCT1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009130674
"3145",HUH1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.028643915
"3146",HUPT3,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.023696937
"3147",HUPT4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3148",IALM,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3149",IGR37,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007616556
"3150",IGROV1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.027501697
"3151",IM95,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.017334834
"3152",IPC298,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3153",ISTMES1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.123707697
"3154",J82,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.096582435
"3155",JHH2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.131836876
"3156",JHH4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.110504739
"3157",JHH6,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.020159863
"3158",JHH7,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003013175
"3159",JHOS2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.024209864
"3160",JHOS4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008781266
"3161",JM1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.014962113
"3162",JURKAT,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3163",JVM3,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3164",KALS1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005295292
"3165",KARPAS299,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016409257
"3166",KARPAS422,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3167",KARPAS620,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00318989
"3168",KCL22,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3169",KELLY,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.085465863
"3170",KG1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.053802088
"3171",KLE,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3172",KMRC1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.146975428
"3173",KMS11,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3174",KMS12BM,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002641938
"3175",KNS42,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005016253
"3176",KNS62,PACLITAXEL,".0080,.025,.080,.25,.80,2.53,8",8
"3177",KO52,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.019697005
"3178",KP1N,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.012445944
"3179",KP2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009652367
"3180",KP3,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.027491981
"3181",KP4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003355716
"3182",KU812,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3183",KURAMOCHI,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.056019422
"3184",KYM1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004644886
"3185",KYSE140,PACLITAXEL,".025,.080,.25,.80,2.53,8",0.02538952
"3186",KYSE150,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016105084
"3187",KYSE180,PACLITAXEL,".0080,.025,.080,.25,.80,2.53,8",0.00803466
"3188",KYSE30,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007177499
"3189",KYSE410,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.023948349
"3190",KYSE450,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.013682682
"3191",KYSE510,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3192",KYSE520,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006054605
"3193",KYSE70,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007472156
"3194",L363,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003210538
"3195",L428,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.101714127
"3196",LCLC103H,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.020929208
"3197",LN18,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.053672485
"3198",LN229,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.015199102
"3199",LOUNH91,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006858335
"3200",LOXIMVI,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004568389
"3201",LP1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3202",LS123,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.348962843
"3203",LS411N,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002590775
"3204",LS513,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.018824603
"3205",MALME3M,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.017527899
"3206",MC116,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011948175
"3207",MCAS,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006575953
"3208",MCF7,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3209",MDAMB157,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3210",MDAMB175VII,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3211",MDAMB415,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3212",MDAMB436,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016697872
"3213",MDAMB453,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3214",MDAMB468,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3215",MEG01,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.068457693
"3216",MELHO,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.013635262
"3217",MESSA,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.006836666
"3218",MEWO,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.023242673
"3219",MFE280,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.026499297
"3220",MFE296,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00617474
"3221",MFE319,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002685393
"3222",MG63,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005069706
"3223",MHHES1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00261794
"3224",MIAPACA2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004052021
"3225",MKN45,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3226",MKN7,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3227",MOGGCCM,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.02381664
"3228",MOLP8,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3229",MOLT16,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003948967
"3230",MPP89,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.055855297
"3231",MSTO211H,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.013478238
"3232",NCIH1048,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00391821
"3233",NCIH1092,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3234",NCIH1155,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.040493838
"3235",NCIH1299,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.014950856
"3236",NCIH1341,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3237",NCIH1355,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.018106179
"3238",NCIH1563,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3239",NCIH1568,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010964806
"3240",NCIH1573,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.014657045
"3241",NCIH1581,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009297123
"3242",NCIH1648,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3243",NCIH1650,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009901977
"3244",NCIH1651,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.022404801
"3245",NCIH1666,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3246",NCIH1693,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.049781483
"3247",NCIH1694,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.018657338
"3248",NCIH1703,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016077645
"3249",NCIH1792,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.018022098
"3250",NCIH1793,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.014615449
"3251",NCIH1869,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3252",NCIH1915,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.004253245
"3253",NCIH1944,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011522057
"3254",NCIH1975,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.00264905
"3255",NCIH2009,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.01844758
"3256",NCIH2023,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009333471
"3257",NCIH2030,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.028944699
"3258",NCIH2052,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.04403678
"3259",NCIH2085,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007059727
"3260",NCIH2087,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010453116
"3261",NCIH211,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008475381
"3262",NCIH2122,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003066643
"3263",NCIH2170,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3264",NCIH2172,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3265",NCIH2228,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002949517
"3266",NCIH226,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3267",NCIH23,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003537219
"3268",NCIH2444,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.036365941
"3269",NCIH2452,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007106951
"3270",NCIH28,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.0396
"3271",NCIH358,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009548982
"3272",NCIH441,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.013821052
"3273",NCIH460,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.029035103
"3274",NCIH520,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007693344
"3275",NCIH522,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011133007
"3276",NCIH647,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009898632
"3277",NCIH650,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3278",NCIH661,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.063754819
"3279",NCIH727,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3280",NCIH747,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.025522847
"3281",NCIH810,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011509144
"3282",NCIN87,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008005857
"3283",NUGC3,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3284",NUGC4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003304154
"3285",OC314,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.010998377
"3286",OCIAML2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.007498603
"3287",OCIAML5,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3288",OCUM1,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008336824
"3289",OE21,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3290",OE33,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.002542614
"3291",ONS76,PACLITAXEL,,
"3292",OPM2,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.248270139
"3293",OV90,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.011053084
"3294",OVCAR4,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.008228295
"3295",OVCAR8,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.005111858
"3296",OVTOKO,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",8
"3297",P12ICHIKAWA,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003325286
"3298",P31FUJ,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.009502594
"3299",PANC0203,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.016453935
"3300",PANC0327,PACLITAXEL,".0025,.0080,.025,.080,.25,.80,2.53,8",0.003208714
